0,0
0.3362,1.6428
0.6724,3.2116
1.0085,4.7098
1.3447,6.1406
1.6809,7.507
2.0171,8.8119
2.3532,10.0581
2.6894,11.2482
3.0256,12.3847
3.3618,13.4701
3.698,14.5066
4.0341,15.4964
4.3703,16.4418
4.7065,17.3445
5.0427,18.2067
5.3788,19.03
5.715,19.8163
6.0512,20.5672
6.3874,21.2843
6.7235,21.9691
7.0597,22.6231
7.3959,23.2477
7.7321,23.8441
8.0683,24.4137
8.4044,24.9577
8.7406,25.4772
9.0768,25.9733
9.413,26.4471
9.7491,26.8995
10.0853,27.3316
10.4215,27.7443
10.7577,28.1383
11.0939,28.5147
11.43,28.8741
11.7662,29.2173
12.1024,29.5451
12.4386,29.8581
12.7747,30.157
13.1109,30.4425
13.4471,30.7151
13.7833,30.9755
14.1195,31.2241
14.4556,31.4616
14.7918,31.6884
15.128,31.9049
15.4642,32.1117
15.8003,32.3092
16.1365,32.4979
16.4727,32.678
16.8089,32.85
17.145,33.0143
17.4812,33.1712
17.8174,33.321
18.1536,33.4641
18.4898,33.6007
18.8259,33.7312
19.1621,33.8558
19.4983,33.9748
19.8345,34.0885
20.1706,34.197
20.5068,34.3007
20.843,34.3996
21.1792,34.4942
21.5154,34.5845
21.8515,34.6707
22.1877,34.753
22.5239,34.8316
22.8601,34.9067
23.1962,34.9784
23.5324,35.0469
23.8686,35.1123
24.2048,35.1748
24.541,35.2344
24.8771,35.2914
25.2133,35.3458
25.5495,35.3977
25.8857,35.4473
26.2218,35.4947
26.558,35.54
26.8942,35.5832
27.2304,35.6244
27.5665,35.6638
27.9027,35.7015
28.2389,35.7374
28.5751,35.7717
28.9113,35.8045
29.2474,35.8358
29.5836,35.8657
29.9198,35.8943
30.256,35.9215
30.5921,35.9476
30.9283,35.9724
31.2645,35.9962
31.6007,36.0188
31.9369,36.0405
32.273,36.0612
32.6092,36.0809
32.9454,36.0998
33.2816,36.1178
33.6177,36.135
33.9539,36.1514
34.2901,36.1671
34.6263,36.1821
34.9625,36.1964
35.2986,36.2101
35.6348,36.2231
35.971,36.2356
36.3072,36.2475
36.6433,36.2588
36.9795,36.2697
37.3157,36.2801
37.6519,36.29
37.988,36.2994
38.3242,36.3084
38.6604,36.3171
38.9966,36.3253
39.3328,36.3332
39.6689,36.3407
40.0051,36.3478
40.3413,36.3547
40.6775,36.3612
41.0136,36.3675
41.3498,36.3734
41.686,36.3791
42.0222,36.3846
42.3584,36.3898
